date,cases_mtl_0-4,cases_mtl_5-9,cases_mtl_10-19,cases_mtl_20-29,cases_mtl_30-39,cases_mtl_40-49,cases_mtl_50-59,cases_mtl_60-69,cases_mtl_70-79,cases_mtl_80+,cases_mtl_0-4_per100000,cases_mtl_5-9_per100000,cases_mtl_10-19_per100000,cases_mtl_20-29_per100000,cases_mtl_30-39_per100000,cases_mtl_40-49_per100000,cases_mtl_50-59_per100000,cases_mtl_60-69_per100000,cases_mtl_70-79_per100000,cases_mtl_80+_per100000,cases_mtl_0-4_norm,cases_mtl_5-9_norm,cases_mtl_10-19_norm,cases_mtl_20-29_norm,cases_mtl_30-39_norm,cases_mtl_40-49_norm,cases_mtl_50-59_norm,cases_mtl_60-69_norm,cases_mtl_70-79_norm,cases_mtl_80+_norm,cases_mtl_0-4_per100000_norm,cases_mtl_5-9_per100000_norm,cases_mtl_10-19_per100000_norm,cases_mtl_20-29_per100000_norm,cases_mtl_30-39_per100000_norm,cases_mtl_40-49_per100000_norm,cases_mtl_50-59_per100000_norm,cases_mtl_60-69_per100000_norm,cases_mtl_70-79_per100000_norm,cases_mtl_80+_per100000_norm
2020-09-14,421.0,385.0,1345.0,4440.0,4094.0,4160.0,3722.0,2543.0,2467.0,6907.0,383.6,368.8,714.7,1514.2,1366.1,1634.7,1437.8,1240.5,1902.4,6990.5,1.4,1.3,4.4,14.6,13.4,13.6,12.2,8.3,8.1,22.7,2.2,2.1,4.1,8.6,7.8,9.3,8.2,7.1,10.8,39.8
2020-09-15,423.0,387.0,1364.0,4470.0,4111.0,4168.0,3728.0,2548.0,2474.0,6908.0,385.5,370.7,724.8,1524.4,1371.8,1637.9,1440.1,1242.9,1907.8,6991.5,1.4,1.3,4.5,14.6,13.4,13.6,12.2,8.3,8.1,22.6,2.2,2.1,4.1,8.7,7.8,9.3,8.2,7.1,10.8,39.7
2020-09-16,429.0,394.0,1407.0,4568.0,4158.0,4217.0,3747.0,2565.0,2479.0,6912.0,390.9,377.4,747.7,1557.8,1387.5,1657.1,1447.4,1251.2,1911.6,6995.6,1.4,1.3,4.6,14.8,13.5,13.7,12.1,8.3,8.0,22.4,2.2,2.1,4.2,8.8,7.8,9.3,8.2,7.1,10.8,39.5
2020-09-17,429.0,396.0,1412.0,4586.0,4171.0,4224.0,3756.0,2566.0,2479.0,6914.0,390.9,379.4,750.3,1564.0,1391.8,1659.9,1450.9,1251.7,1911.6,6997.6,1.4,1.3,4.6,14.8,13.5,13.7,12.1,8.3,8.0,22.4,2.2,2.1,4.2,8.8,7.8,9.4,8.2,7.1,10.8,39.4
2020-09-18,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-09-19,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-09-20,441.0,409.0,1469.0,4758.0,4257.0,4291.0,3805.0,2593.0,2495.0,6922.0,401.9,391.8,780.6,1622.6,1420.5,1686.2,1469.8,1264.8,1924.0,7005.7,1.4,1.3,4.7,15.1,13.5,13.6,12.1,8.2,7.9,22.0,2.2,2.2,4.3,9.0,7.9,9.4,8.2,7.0,10.7,39.0
2020-09-21,445.0,412.0,1490.0,4809.0,4283.0,4307.0,3818.0,2599.0,2498.0,6922.0,405.5,394.7,791.8,1640.0,1429.2,1692.5,1474.8,1267.8,1926.3,7005.7,1.4,1.3,4.7,15.2,13.6,13.6,12.1,8.2,7.9,21.9,2.2,2.2,4.4,9.1,7.9,9.4,8.2,7.0,10.7,38.9
2020-09-22,450.0,413.0,1503.0,4859.0,4305.0,4334.0,3826.0,2610.0,2504.0,6925.0,410.1,395.7,798.7,1657.1,1436.6,1703.1,1477.9,1273.1,1930.9,7008.8,1.4,1.3,4.7,15.3,13.6,13.7,12.1,8.2,7.9,21.8,2.3,2.2,4.4,9.2,7.9,9.4,8.2,7.0,10.7,38.7
2020-09-23,454.0,421.0,1539.0,4942.0,4339.0,4369.0,3849.0,2621.0,2510.0,6931.0,413.7,403.3,817.8,1685.4,1447.9,1716.9,1486.8,1278.5,1935.5,7014.8,1.4,1.3,4.8,15.5,13.6,13.7,12.0,8.2,7.8,21.7,2.3,2.2,4.5,9.3,8.0,9.4,8.2,7.0,10.6,38.5
2020-09-24,464.0,425.0,1564.0,5017.0,4377.0,4402.0,3877.0,2628.0,2516.0,6933.0,422.8,407.1,831.1,1711.0,1460.6,1729.8,1497.6,1281.9,1940.2,7016.9,1.4,1.3,4.9,15.6,13.6,13.7,12.0,8.2,7.8,21.5,2.3,2.2,4.5,9.4,8.0,9.5,8.2,7.0,10.6,38.3
2020-09-25,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-09-26,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-09-27,473.0,446.0,1704.0,5239.0,4546.0,4522.0,3979.0,2688.0,2547.0,6950.0,431.0,427.3,905.5,1786.7,1517.0,1777.0,1537.0,1311.2,1964.1,7034.1,1.4,1.3,5.1,15.8,13.7,13.7,12.0,8.1,7.7,21.0,2.3,2.3,4.8,9.6,8.1,9.5,8.2,7.0,10.5,37.6
2020-09-28,479.0,450.0,1736.0,5289.0,4603.0,4557.0,4002.0,2705.0,2553.0,6954.0,436.5,431.1,922.5,1803.7,1536.0,1790.7,1545.9,1319.5,1968.7,7038.1,1.4,1.4,5.2,15.9,13.8,13.7,12.0,8.1,7.7,20.9,2.3,2.3,4.9,9.6,8.2,9.5,8.2,7.0,10.5,37.5
2020-09-29,486.0,455.0,1776.0,5375.0,4658.0,4597.0,4043.0,2730.0,2559.0,6965.0,442.9,435.9,943.8,1833.1,1554.4,1806.5,1561.8,1331.7,1973.3,7049.2,1.4,1.4,5.3,16.0,13.8,13.7,12.0,8.1,7.6,20.7,2.3,2.3,5.0,9.7,8.2,9.5,8.2,7.0,10.4,37.2
2020-09-30,489.0,464.0,1816.0,5478.0,4712.0,4634.0,4080.0,2750.0,2569.0,6973.0,445.6,444.5,965.0,1868.2,1572.4,1821.0,1576.1,1341.4,1981.0,7057.3,1.4,1.4,5.3,16.1,13.9,13.6,12.0,8.1,7.6,20.5,2.3,2.3,5.1,9.8,8.2,9.5,8.3,7.0,10.4,37.0
2020-10-01,496.0,472.0,1853.0,5573.0,4779.0,4680.0,4127.0,2773.0,2580.0,6989.0,452.0,452.2,984.7,1900.6,1594.7,1839.1,1594.2,1352.6,1989.5,7073.5,1.4,1.4,5.4,16.2,13.9,13.6,12.0,8.1,7.5,20.4,2.3,2.4,5.1,9.9,8.3,9.6,8.3,7.0,10.3,36.8
2020-10-02,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-10-03,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-10-04,523.0,506.0,1988.0,5850.0,4974.0,4828.0,4255.0,2844.0,2616.0,7021.0,476.6,484.7,1056.4,1995.1,1659.8,1897.2,1643.7,1387.3,2017.3,7105.9,1.5,1.4,5.6,16.5,14.0,13.6,12.0,8.0,7.4,19.8,2.4,2.5,5.4,10.1,8.4,9.6,8.3,7.0,10.2,36.0
2020-10-05,535.0,519.0,2055.0,5957.0,5052.0,4876.0,4309.0,2883.0,2626.0,7035.0,487.5,497.2,1092.0,2031.5,1685.8,1916.1,1664.5,1406.3,2025.0,7120.1,1.5,1.4,5.7,16.6,14.1,13.6,12.0,8.0,7.3,19.6,2.4,2.5,5.5,10.2,8.5,9.6,8.4,7.1,10.2,35.7
2020-10-06,541.0,532.0,2083.0,6022.0,5108.0,4912.0,4340.0,2903.0,2639.0,7036.0,493.0,509.7,1106.9,2053.7,1704.5,1930.2,1676.5,1416.1,2035.0,7121.1,1.5,1.5,5.8,16.7,14.1,13.6,12.0,8.0,7.3,19.5,2.5,2.5,5.5,10.2,8.5,9.6,8.4,7.1,10.2,35.5
2020-10-07,544.0,542.0,2124.0,6088.0,5160.0,4960.0,4370.0,2921.0,2650.0,7046.0,495.7,519.2,1128.7,2076.2,1721.9,1949.1,1688.1,1424.8,2043.5,7131.2,1.5,1.5,5.8,16.7,14.2,13.6,12.0,8.0,7.3,19.4,2.5,2.6,5.6,10.3,8.5,9.7,8.4,7.1,10.1,35.3
2020-10-08,545.0,552.0,2166.0,6179.0,5217.0,5016.0,4404.0,2953.0,2662.0,7056.0,496.6,528.8,1151.0,2107.3,1740.9,1971.1,1701.2,1440.5,2052.7,7141.3,1.5,1.5,5.9,16.8,14.2,13.6,12.0,8.0,7.2,19.2,2.4,2.6,5.7,10.4,8.6,9.7,8.4,7.1,10.1,35.1
2020-10-09,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-10-10,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-10-11,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-10-12,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-10-13,572.0,591.0,2375.0,6446.0,5424.0,5208.0,4555.0,3059.0,2705.0,7102.0,521.2,566.2,1262.1,2198.3,1810.0,2046.6,1759.5,1492.2,2085.9,7187.9,1.5,1.6,6.2,16.9,14.3,13.7,12.0,8.0,7.1,18.7,2.5,2.7,6.0,10.5,8.6,9.8,8.4,7.1,10.0,34.3
2020-10-14,580.0,604.0,2425.0,6503.0,5477.0,5244.0,4592.0,3081.0,2713.0,7114.0,528.5,578.6,1288.6,2217.8,1827.6,2060.7,1773.8,1502.9,2092.1,7200.0,1.5,1.6,6.3,17.0,14.3,13.7,12.0,8.0,7.1,18.6,2.5,2.7,6.1,10.5,8.7,9.8,8.4,7.1,9.9,34.2
2020-10-15,588.0,616.0,2459.0,6547.0,5522.0,5290.0,4617.0,3098.0,2721.0,7123.0,535.8,590.1,1306.7,2232.8,1842.7,2078.8,1783.5,1511.2,2098.2,7209.1,1.5,1.6,6.4,17.0,14.3,13.7,12.0,8.0,7.1,18.5,2.5,2.8,6.2,10.5,8.7,9.8,8.4,7.1,9.9,34.0
2020-10-16,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-10-17,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-10-18,615.0,653.0,2569.0,6692.0,5633.0,5395.0,4705.0,3144.0,2750.0,7146.0,560.4,625.6,1365.1,2282.2,1879.7,2120.1,1817.5,1533.6,2120.6,7232.4,1.6,1.7,6.5,17.0,14.3,13.7,12.0,8.0,7.0,18.2,2.6,2.9,6.3,10.6,8.7,9.8,8.4,7.1,9.8,33.6
2020-10-19,623.0,664.0,2635.0,6750.0,5671.0,5442.0,4737.0,3157.0,2768.0,7168.0,567.7,636.1,1400.2,2302.0,1892.4,2138.5,1829.8,1540.0,2134.5,7254.7,1.6,1.7,6.7,17.0,14.3,13.7,12.0,8.0,7.0,18.1,2.6,2.9,6.5,10.6,8.7,9.9,8.4,7.1,9.8,33.4
2020-10-20,626.0,674.0,2678.0,6809.0,5696.0,5465.0,4768.0,3176.0,2773.0,7174.0,570.4,645.7,1423.1,2322.1,1900.7,2147.6,1841.8,1549.2,2138.3,7260.8,1.6,1.7,6.7,17.1,14.3,13.7,12.0,8.0,7.0,18.0,2.6,3.0,6.5,10.7,8.7,9.9,8.4,7.1,9.8,33.3
2020-10-21,631.0,687.0,2729.0,6873.0,5740.0,5511.0,4802.0,3194.0,2782.0,7186.0,575.0,658.1,1450.2,2343.9,1915.4,2165.6,1854.9,1558.0,2145.3,7272.9,1.6,1.7,6.8,17.1,14.3,13.7,12.0,8.0,6.9,17.9,2.6,3.0,6.6,10.7,8.7,9.9,8.5,7.1,9.8,33.1
2020-10-22,637.0,692.0,2772.0,6912.0,5781.0,5556.0,4825.0,3206.0,2788.0,7205.0,580.5,662.9,1473.0,2357.2,1929.1,2183.3,1863.8,1563.9,2149.9,7292.1,1.6,1.7,6.9,17.1,14.3,13.8,12.0,7.9,6.9,17.8,2.6,3.0,6.7,10.7,8.7,9.9,8.5,7.1,9.7,33.1
2020-10-23,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-10-24,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-10-25,660.0,744.0,2865.0,7007.0,5890.0,5633.0,4904.0,3250.0,2803.0,7224.0,601.4,712.7,1522.4,2389.6,1965.5,2213.6,1894.4,1585.3,2161.5,7311.4,1.6,1.8,7.0,17.1,14.4,13.7,12.0,7.9,6.8,17.6,2.7,3.2,6.8,10.7,8.8,9.9,8.5,7.1,9.7,32.7
2020-10-26,669.0,757.0,2914.0,7078.0,5927.0,5683.0,4944.0,3270.0,2817.0,7239.0,609.6,725.2,1548.5,2413.8,1977.8,2233.2,1909.8,1595.1,2172.3,7326.6,1.6,1.8,7.1,17.1,14.4,13.8,12.0,7.9,6.8,17.5,2.7,3.2,6.9,10.7,8.8,9.9,8.5,7.1,9.6,32.5
2020-10-27,681.0,778.0,2965.0,7102.0,5964.0,5713.0,4978.0,3290.0,2831.0,7250.0,620.6,745.3,1575.6,2422.0,1990.2,2245.0,1922.9,1604.8,2183.1,7337.7,1.6,1.9,7.1,17.1,14.4,13.7,12.0,7.9,6.8,17.4,2.7,3.3,7.0,10.7,8.8,9.9,8.5,7.1,9.6,32.4
2020-10-28,690.0,794.0,3013.0,7135.0,5996.0,5751.0,5009.0,3310.0,2840.0,7259.0,628.8,760.6,1601.1,2433.3,2000.8,2259.9,1934.9,1614.6,2190.0,7346.8,1.7,1.9,7.2,17.1,14.3,13.8,12.0,7.9,6.8,17.4,2.8,3.3,7.0,10.7,8.8,9.9,8.5,7.1,9.6,32.3
2020-10-29,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-10-30,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-10-31,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-11-01,743.0,847.0,3168.0,7294.0,6134.0,5904.0,5128.0,3371.0,2880.0,7309.0,677.1,811.4,1683.4,2487.5,2046.9,2320.1,1980.9,1644.4,2220.9,7397.4,1.7,2.0,7.4,17.1,14.3,13.8,12.0,7.9,6.7,17.1,2.9,3.5,7.2,10.7,8.8,10.0,8.5,7.1,9.5,31.8
2020-11-02,747.0,862.0,3196.0,7328.0,6173.0,5940.0,5158.0,3380.0,2888.0,7316.0,680.7,825.8,1698.3,2499.1,2059.9,2334.2,1992.5,1648.7,2227.0,7404.5,1.7,2.0,7.4,17.0,14.4,13.8,12.0,7.9,6.7,17.0,2.9,3.5,7.3,10.7,8.8,10.0,8.5,7.1,9.5,31.7
2020-11-03,763.0,872.0,3233.0,7359.0,6201.0,5961.0,5178.0,3389.0,2901.0,7336.0,695.3,835.4,1718.0,2509.7,2069.2,2342.5,2000.2,1653.1,2237.0,7424.7,1.8,2.0,7.5,17.0,14.4,13.8,12.0,7.8,6.7,17.0,3.0,3.6,7.3,10.7,8.8,10.0,8.5,7.0,9.5,31.6
2020-11-04,777.0,882.0,3266.0,7392.0,6228.0,6019.0,5204.0,3413.0,2914.0,7358.0,708.0,844.9,1735.5,2520.9,2078.3,2365.3,2010.2,1664.8,2247.1,7447.0,1.8,2.0,7.5,17.0,14.3,13.9,12.0,7.9,6.7,16.9,3.0,3.6,7.3,10.7,8.8,10.0,8.5,7.0,9.5,31.5
2020-11-05,787.0,898.0,3311.0,7430.0,6278.0,6067.0,5242.0,3430.0,2921.0,7376.0,717.1,860.3,1759.4,2533.9,2094.9,2384.1,2024.9,1673.1,2252.5,7465.2,1.8,2.1,7.6,17.0,14.4,13.9,12.0,7.8,6.7,16.9,3.0,3.6,7.4,10.7,8.8,10.0,8.5,7.0,9.5,31.4
2020-11-06,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-11-07,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-11-08,819.0,952.0,3462.0,7556.0,6391.0,6205.0,5353.0,3499.0,2959.0,7422.0,746.3,912.0,1839.7,2576.9,2132.6,2438.4,2067.8,1706.8,2281.8,7511.8,1.8,2.1,7.8,16.9,14.3,13.9,12.0,7.8,6.6,16.6,3.1,3.8,7.6,10.6,8.8,10.1,8.5,7.0,9.4,31.0
2020-11-09,825.0,967.0,3501.0,7595.0,6430.0,6250.0,5388.0,3512.0,2972.0,7431.0,751.8,926.4,1860.4,2590.2,2145.7,2456.0,2081.3,1713.1,2291.8,7520.9,1.8,2.2,7.8,16.9,14.3,13.9,12.0,7.8,6.6,16.6,3.1,3.8,7.6,10.6,8.8,10.1,8.6,7.0,9.4,30.9
2020-11-10,847.0,984.0,3547.0,7650.0,6466.0,6302.0,5426.0,3530.0,2983.0,7454.0,771.8,942.7,1884.8,2608.9,2157.7,2476.5,2096.0,1721.9,2300.3,7544.2,1.9,2.2,7.8,16.9,14.3,13.9,12.0,7.8,6.6,16.5,3.1,3.8,7.7,10.6,8.8,10.1,8.6,7.0,9.4,30.8
2020-11-11,856.0,1002.0,3601.0,7698.0,6518.0,6348.0,5467.0,3557.0,2990.0,7477.0,780.0,959.9,1913.5,2625.3,2175.0,2494.5,2111.8,1735.1,2305.7,7567.4,1.9,2.2,7.9,16.9,14.3,13.9,12.0,7.8,6.6,16.4,3.2,3.9,7.8,10.6,8.8,10.1,8.6,7.0,9.3,30.7
2020-11-12,865.0,1034.0,3647.0,7756.0,6563.0,6392.0,5507.0,3576.0,3005.0,7485.0,788.2,990.6,1938.0,2645.1,2190.0,2511.8,2127.3,1744.3,2317.2,7575.5,1.9,2.3,8.0,16.9,14.3,13.9,12.0,7.8,6.6,16.3,3.2,4.0,7.8,10.7,8.8,10.1,8.6,7.0,9.3,30.5
2020-11-13,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-11-14,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-11-15,900.0,1095.0,3798.0,7892.0,6712.0,6521.0,5628.0,3646.0,3036.0,7542.0,820.1,1049.0,2018.2,2691.4,2239.8,2562.5,2174.0,1778.5,2341.1,7633.2,1.9,2.3,8.1,16.9,14.4,13.9,12.0,7.8,6.5,16.1,3.2,4.1,8.0,10.6,8.9,10.1,8.6,7.0,9.3,30.2
2020-11-16,911.0,1111.0,3838.0,7936.0,6748.0,6561.0,5666.0,3670.0,3041.0,7555.0,830.1,1064.3,2039.5,2706.5,2251.8,2578.2,2188.7,1790.2,2345.0,7646.4,1.9,2.4,8.2,16.9,14.3,13.9,12.0,7.8,6.5,16.1,3.3,4.2,8.0,10.6,8.9,10.1,8.6,7.0,9.2,30.1
2020-11-17,919.0,1142.0,3875.0,7976.0,6793.0,6605.0,5691.0,3690.0,3055.0,7571.0,837.4,1094.0,2059.1,2720.1,2266.8,2595.5,2198.4,1800.0,2355.8,7662.6,1.9,2.4,8.2,16.9,14.4,14.0,12.0,7.8,6.5,16.0,3.3,4.3,8.0,10.6,8.9,10.1,8.6,7.0,9.2,29.9
2020-11-19,938.0,1187.0,3944.0,8051.0,6871.0,6683.0,5740.0,3725.0,3077.0,7595.0,854.7,1137.1,2095.8,2745.7,2292.8,2626.2,2217.3,1817.0,2372.8,7686.9,2.0,2.5,8.2,16.8,14.4,14.0,12.0,7.8,6.4,15.9,3.3,4.4,8.1,10.6,8.9,10.2,8.6,7.0,9.2,29.7
2020-11-20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-11-21,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-11-22,968.0,1240.0,4060.0,8189.0,7010.0,6799.0,5829.0,3787.0,3106.0,7659.0,882.1,1187.9,2157.5,2792.7,2339.2,2671.8,2251.7,1847.3,2395.1,7751.6,2.0,2.5,8.3,16.8,14.4,14.0,12.0,7.8,6.4,15.7,3.4,4.5,8.2,10.6,8.9,10.2,8.6,7.0,9.1,29.5
2020-11-23,977.0,1252.0,4104.0,8245.0,7048.0,6835.0,5860.0,3802.0,3122.0,7686.0,890.3,1199.4,2180.8,2811.8,2351.9,2685.9,2263.6,1854.6,2407.5,7779.0,2.0,2.6,8.4,16.9,14.4,14.0,12.0,7.8,6.4,15.7,3.4,4.5,8.3,10.6,8.9,10.2,8.6,7.0,9.1,29.4
2020-11-24,987.0,1270.0,4131.0,8287.0,7077.0,6865.0,5883.0,3817.0,3132.0,7702.0,899.4,1216.6,2195.2,2826.2,2361.6,2697.7,2272.5,1861.9,2415.2,7795.2,2.0,2.6,8.4,16.9,14.4,14.0,12.0,7.8,6.4,15.7,3.4,4.6,8.3,10.6,8.9,10.2,8.6,7.0,9.1,29.4
2020-11-25,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-11-26,1008.0,1296.0,4223.0,8383.0,7183.0,6970.0,5959.0,3848.0,3158.0,7764.0,918.5,1241.6,2244.1,2858.9,2396.9,2739.0,2301.9,1877.0,2435.2,7857.9,2.0,2.6,8.5,16.8,14.4,14.0,12.0,7.7,6.3,15.6,3.4,4.6,8.4,10.6,8.9,10.2,8.6,7.0,9.1,29.2
2020-11-27,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-11-28,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-11-29,1055.0,1368.0,4368.0,8601.0,7376.0,7165.0,6108.0,3958.0,3193.0,7865.0,961.4,1310.5,2321.1,2933.2,2461.3,2815.6,2359.4,1930.7,2462.2,7960.1,2.1,2.7,8.6,16.8,14.4,14.0,12.0,7.8,6.3,15.4,3.5,4.8,8.4,10.7,8.9,10.2,8.6,7.0,8.9,28.9
2020-11-30,1064.0,1383.0,4403.0,8660.0,7420.0,7206.0,6160.0,3977.0,3201.0,7889.0,969.6,1324.9,2339.7,2953.4,2476.0,2831.7,2379.5,1940.0,2468.4,7984.4,2.1,2.7,8.6,16.9,14.4,14.0,12.0,7.7,6.2,15.4,3.5,4.8,8.5,10.7,8.9,10.2,8.6,7.0,8.9,28.9
2020-12-01,1084.0,1404.0,4453.0,8715.0,7486.0,7256.0,6216.0,4005.0,3210.0,7919.0,987.8,1345.0,2366.3,2972.1,2498.0,2851.4,2401.2,1953.6,2475.3,8014.8,2.1,2.7,8.6,16.8,14.5,14.0,12.0,7.7,6.2,15.3,3.5,4.8,8.5,10.7,9.0,10.2,8.6,7.0,8.9,28.8
2020-12-02,1095.0,1424.0,4504.0,8776.0,7534.0,7307.0,6257.0,4025.0,3222.0,7975.0,997.8,1364.2,2393.4,2992.9,2514.1,2871.4,2417.0,1963.4,2484.6,8071.5,2.1,2.7,8.6,16.8,14.5,14.0,12.0,7.7,6.2,15.3,3.6,4.9,8.5,10.7,9.0,10.2,8.6,7.0,8.9,28.8
2020-12-03,1115.0,1436.0,4559.0,8849.0,7609.0,7367.0,6311.0,4060.0,3243.0,8022.0,1016.0,1375.7,2422.6,3017.8,2539.1,2895.0,2437.9,1980.4,2500.8,8119.0,2.1,2.7,8.7,16.8,14.5,14.0,12.0,7.7,6.2,15.3,3.6,4.9,8.6,10.7,9.0,10.2,8.6,7.0,8.8,28.7
2020-12-04,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-12-05,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-12-06,1187.0,1518.0,4768.0,9160.0,7868.0,7621.0,6484.0,4172.0,3307.0,8103.0,1081.6,1454.2,2533.7,3123.9,2625.5,2994.8,2504.7,2035.1,2550.1,8201.0,2.2,2.8,8.8,16.9,14.5,14.1,12.0,7.7,6.1,15.0,3.7,5.0,8.7,10.7,9.0,10.3,8.6,7.0,8.8,28.2
2020-12-07,1210.0,1559.0,4848.0,9237.0,7945.0,7697.0,6534.0,4191.0,3328.0,8131.0,1102.6,1493.5,2576.2,3150.1,2651.2,3024.7,2524.0,2044.3,2566.3,8229.3,2.2,2.9,8.9,16.9,14.5,14.1,11.9,7.7,6.1,14.9,3.8,5.1,8.8,10.7,9.0,10.3,8.6,7.0,8.7,28.0
2020-12-08,1219.0,1592.0,4896.0,9315.0,8027.0,7766.0,6598.0,4229.0,3338.0,8178.0,1110.8,1525.1,2601.7,3176.7,2678.6,3051.8,2548.7,2062.9,2574.0,8276.9,2.2,2.9,8.9,16.9,14.6,14.1,12.0,7.7,6.1,14.8,3.8,5.2,8.8,10.7,9.0,10.3,8.6,7.0,8.7,28.0
2020-12-09,1247.0,1632.0,4975.0,9423.0,8125.0,7883.0,6657.0,4276.0,3364.0,8222.0,1136.3,1563.4,2643.7,3213.6,2711.3,3097.8,2571.5,2085.8,2594.1,8321.4,2.2,2.9,8.9,16.9,14.6,14.1,11.9,7.7,6.0,14.7,3.8,5.2,8.8,10.7,9.1,10.3,8.6,7.0,8.7,27.8
2020-12-10,1259.0,1665.0,5039.0,9499.0,8202.0,7984.0,6714.0,4305.0,3390.0,8259.0,1147.3,1595.1,2677.7,3239.5,2737.0,3137.4,2593.5,2099.9,2614.1,8358.9,2.2,3.0,8.9,16.9,14.6,14.2,11.9,7.6,6.0,14.7,3.8,5.3,8.9,10.7,9.1,10.4,8.6,7.0,8.7,27.7
2020-12-11,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
